gen_1_0;gen_2_1;gen_5_2;gen_5_3;gen_7_4;gen_0_5
80.8;79.0;5.6;0.0;0.0;79.0
81.4;79.7;5.6;0.0;0.0;79.7
82.2;80.5;5.5;0.0;0.0;80.5
83.0;81.3;5.5;0.0;0.0;81.3
83.9;82.1;5.5;0.0;0.0;82.1
84.8;83.0;5.5;0.0;0.0;83.0
85.6;83.8;5.5;0.0;0.0;83.8
86.4;84.6;5.5;0.0;0.0;84.6
87.2;85.3;5.5;0.0;0.0;85.3
87.9;86.0;5.5;0.0;0.0;86.0
88.6;86.7;5.4;0.0;0.0;86.7
89.2;87.3;5.5;0.0;0.0;87.3
89.8;87.9;5.5;0.1;0.1;87.9
90.4;88.5;5.5;0.2;0.1;88.5
91.0;89.1;5.5;0.4;0.2;89.1
91.6;89.7;5.5;0.5;0.3;89.7
92.2;90.2;5.5;0.7;0.3;90.2
92.6;90.7;5.5;0.8;0.4;90.7
93.0;91.1;5.6;1.0;0.6;91.1
93.3;91.4;5.6;1.2;0.7;91.4
93.6;91.6;5.6;1.5;0.8;91.6
93.7;91.7;5.7;1.8;1.0;91.7
93.7;91.7;5.7;2.2;1.2;91.7
93.6;91.6;5.7;2.8;1.6;91.6
93.3;91.3;5.8;3.5;2.0;91.3
93.0;91.0;5.8;4.3;2.5;91.0
92.6;90.6;6.0;5.1;3.0;90.6
92.4;90.4;6.0;5.6;3.3;90.4
92.4;90.4;6.1;5.6;3.3;90.4
92.6;90.7;6.1;5.3;3.0;90.7
92.9;90.9;6.2;4.9;2.6;90.9
92.9;90.9;6.3;4.9;2.5;90.9
92.4;90.4;6.4;5.7;3.0;90.4
91.5;89.6;6.5;7.3;4.1;89.6
90.5;88.6;6.6;9.1;5.3;88.6
89.7;87.8;6.7;10.5;6.3;87.8
89.4;87.5;6.7;10.9;6.6;87.5
89.7;87.8;6.8;10.5;6.3;87.8
90.1;88.2;6.9;9.7;5.7;88.2
90.5;88.5;7.0;9.3;5.3;88.5
90.3;88.4;7.0;9.7;5.4;88.4
89.7;87.8;7.1;10.9;5.9;87.8
88.9;87.0;7.1;12.5;6.7;87.0
88.1;86.2;7.2;13.9;7.5;86.2
87.5;85.6;7.2;14.9;8.1;85.6
87.1;85.3;7.3;15.3;8.4;85.3
87.0;85.1;7.2;15.3;8.6;85.1
86.9;85.1;7.2;15.1;8.6;85.1
87.0;85.1;7.3;14.8;8.7;85.1
87.0;85.1;7.2;14.5;8.7;85.1
86.9;85.1;7.2;14.3;8.8;85.1
86.6;84.8;7.2;14.5;9.1;84.8
86.2;84.4;7.1;15.2;9.6;84.4
85.7;83.8;7.0;16.0;10.1;83.8
85.1;83.3;7.0;16.9;10.6;83.3
84.8;83.0;7.0;17.3;10.9;83.0
84.8;83.0;6.9;17.3;10.8;83.0
84.9;83.1;6.8;17.0;10.7;83.1
84.8;83.0;6.8;17.1;10.5;83.0
84.4;82.6;6.7;17.9;10.7;82.6
83.5;81.7;6.6;19.8;11.4;81.7
82.4;80.6;6.6;22.1;12.3;80.6
81.4;79.7;6.5;24.0;13.1;79.7
80.9;79.2;6.4;24.8;13.7;79.2
81.1;79.4;6.3;24.0;13.8;79.4
81.9;80.1;6.3;22.2;13.6;80.1
82.8;81.1;6.2;19.9;13.1;81.1
83.6;81.9;6.2;18.2;12.6;81.9
84.0;82.2;6.1;17.8;12.2;82.2
83.9;82.1;6.1;18.4;12.0;82.1
83.4;81.7;6.0;19.6;12.0;81.7
82.8;81.1;6.0;20.9;12.4;81.1
82.2;80.4;6.0;21.8;13.0;80.4
81.5;79.8;5.9;22.4;13.8;79.8
81.0;79.2;5.9;22.7;14.4;79.2
80.6;78.9;5.9;22.7;14.6;78.9
80.4;78.7;5.9;22.5;14.3;78.7
80.5;78.8;5.9;22.2;13.7;78.8
80.7;79.0;5.9;21.8;13.0;79.0
81.0;79.3;6.0;21.4;12.2;79.3
81.2;79.5;6.0;21.1;11.7;79.5
81.5;79.7;6.1;20.8;11.4;79.7
81.7;80.0;6.1;20.4;11.2;80.0
81.9;80.2;6.1;20.0;10.9;80.2
82.1;80.4;6.1;19.5;10.5;80.4
82.2;80.5;6.2;19.0;10.2;80.5
82.0;80.3;6.3;18.9;10.0;80.3
81.5;79.8;6.3;19.2;10.3;79.8
80.6;78.9;6.4;20.0;11.1;78.9
79.7;78.0;6.5;21.0;11.9;78.0
79.0;77.3;6.5;21.5;12.4;77.3
78.8;77.2;6.6;21.4;12.3;77.2
79.3;77.6;6.6;20.2;11.4;77.6
80.2;78.5;6.7;18.4;9.9;78.5
81.2;79.5;6.8;16.3;8.3;79.5
82.2;80.5;6.9;14.5;6.8;80.5
82.9;81.1;6.9;13.1;5.8;81.1
83.2;81.4;7.0;12.3;5.3;81.4
83.2;81.5;7.0;11.8;5.2;81.5
83.1;81.4;7.1;11.7;5.3;81.4
82.9;81.1;7.2;11.6;5.5;81.1
82.6;80.9;7.2;11.6;5.6;80.9
82.5;80.7;7.3;11.3;5.6;80.7
82.4;80.7;7.4;10.7;5.2;80.7
82.6;80.9;7.5;9.7;4.6;80.9
82.9;81.1;7.5;8.5;3.9;81.1
83.1;81.3;7.5;7.4;3.3;81.3
83.1;81.4;7.6;6.4;2.9;81.4
83.1;81.3;7.7;5.7;2.9;81.3
83.0;81.2;7.8;5.2;3.0;81.2
82.9;81.2;7.9;4.7;2.9;81.2
83.0;81.3;7.9;4.2;2.7;81.3
83.2;81.5;8.0;3.6;2.3;81.5
83.5;81.7;8.0;3.0;1.9;81.7
83.7;81.9;8.1;2.5;1.4;81.9
83.8;82.0;8.2;2.0;1.1;82.0
83.8;82.0;8.2;1.7;0.8;82.0
83.8;82.0;8.3;1.4;0.7;82.0
83.8;82.0;8.4;1.1;0.5;82.0
83.8;82.0;8.4;0.9;0.4;82.0
83.8;82.0;8.5;0.7;0.3;82.0
83.8;82.0;8.5;0.4;0.3;82.0
83.8;82.0;8.6;0.3;0.2;82.0
83.7;82.0;8.7;0.1;0.1;82.0
83.7;82.0;8.7;0.0;0.0;82.0
83.7;81.9;8.8;0.0;0.0;81.9
83.7;81.9;8.9;0.0;0.0;81.9
83.6;81.8;9.0;0.0;0.0;81.8
83.6;81.8;9.0;0.0;0.0;81.8
83.5;81.8;9.0;0.0;0.0;81.8
83.5;81.8;9.1;0.0;0.0;81.8
83.5;81.8;9.2;0.0;0.0;81.8
83.6;81.8;9.2;0.0;0.0;81.8
83.6;81.9;9.3;0.0;0.0;81.9
83.7;82.0;9.3;0.0;0.0;82.0
83.9;82.1;9.3;0.0;0.0;82.1
84.1;82.3;9.4;0.0;0.0;82.3
84.4;82.6;9.4;0.0;0.0;82.6
84.7;82.9;9.5;0.0;0.0;82.9
85.1;83.3;9.4;0.0;0.0;83.3
85.6;83.8;9.5;0.0;0.0;83.8
86.1;84.3;9.5;0.0;0.0;84.3
86.7;84.8;9.5;0.0;0.0;84.8
87.3;85.4;9.5;0.0;0.0;85.4
87.8;86.0;9.4;0.0;0.0;86.0
88.4;86.5;9.5;0.0;0.0;86.5
88.9;87.0;9.5;0.0;0.0;87.0
89.4;87.6;9.4;0.0;0.0;87.6
90.0;88.1;9.4;0.0;0.0;88.1
90.6;88.7;9.4;0.0;0.0;88.7
91.2;89.2;9.3;0.0;0.0;89.2
91.8;89.9;9.3;0.0;0.0;89.9
92.5;90.5;9.2;0.0;0.0;90.5
93.1;91.1;9.2;0.0;0.0;91.1
93.7;91.7;9.2;0.0;0.0;91.7
94.2;92.2;9.1;0.0;0.0;92.2
94.6;92.6;9.1;0.0;0.0;92.6
94.8;92.8;9.0;0.0;0.0;92.8
95.0;92.9;9.0;0.0;0.0;92.9
95.0;93.0;8.9;0.0;0.0;93.0
94.9;92.9;8.8;0.0;0.0;92.9
94.8;92.8;8.8;0.0;0.0;92.8
94.6;92.6;8.7;0.0;0.0;92.6
94.3;92.3;8.7;0.0;0.0;92.3
94.1;92.1;8.6;0.0;0.0;92.1
93.8;91.8;8.6;0.0;0.0;91.8
93.5;91.5;8.5;0.0;0.0;91.5
93.2;91.2;8.5;0.0;0.0;91.2
92.8;90.9;8.4;0.0;0.0;90.9
92.5;90.5;8.4;0.0;0.0;90.5
92.1;90.2;8.3;0.0;0.0;90.2
91.8;89.8;8.3;0.0;0.0;89.8
91.4;89.4;8.2;0.0;0.0;89.4
91.0;89.1;8.2;0.0;0.0;89.1
90.6;88.6;8.2;0.0;0.0;88.6
90.1;88.2;8.1;0.0;0.0;88.2
89.7;87.8;8.1;0.0;0.0;87.8
89.3;87.4;8.0;0.0;0.0;87.4
88.8;86.9;8.1;0.0;0.0;86.9
88.4;86.5;8.0;0.0;0.0;86.5
88.0;86.1;8.0;0.0;0.0;86.1
87.7;85.8;8.0;0.0;0.0;85.8
87.3;85.5;8.0;0.0;0.0;85.5
87.0;85.2;8.0;0.0;0.0;85.2
86.7;84.9;8.1;0.0;0.0;84.9
86.5;84.6;8.1;0.0;0.0;84.6
86.2;84.3;8.1;0.0;0.0;84.3
85.8;84.0;8.1;0.0;0.0;84.0
85.5;83.7;8.2;0.0;0.0;83.7
85.2;83.3;8.3;0.0;0.0;83.3
84.8;83.0;8.3;0.0;0.0;83.0
84.5;82.7;8.4;0.0;0.0;82.7
84.3;82.5;8.5;0.0;0.0;82.5
84.1;82.3;8.6;0.0;0.0;82.3
83.9;82.1;8.7;0.0;0.0;82.1
83.9;82.1;8.8;0.0;0.0;82.1
83.9;82.2;8.9;0.0;0.0;82.2
84.1;82.4;9.1;0.0;0.0;82.4
84.5;82.7;9.2;0.0;0.0;82.7
85.0;83.2;9.4;0.0;0.0;83.2
85.6;83.8;9.6;0.0;0.0;83.8
86.3;84.4;9.7;0.0;0.0;84.4
86.9;85.0;9.9;0.0;0.0;85.0
87.4;85.5;10.1;0.0;0.0;85.5
87.7;85.8;10.3;0.0;0.0;85.8
87.8;85.9;10.5;0.0;0.0;85.9
87.7;85.8;10.7;0.0;0.0;85.8
87.4;85.6;10.9;0.0;0.0;85.6
87.1;85.3;11.1;0.0;0.0;85.3
86.8;85.0;11.3;0.0;0.0;85.0
86.6;84.8;11.6;0.0;0.0;84.8
86.5;84.6;11.8;0.0;0.0;84.6
86.4;84.6;12.1;0.0;0.0;84.6
86.4;84.6;12.3;0.0;0.0;84.6
86.4;84.6;12.5;0.0;0.0;84.6
86.4;84.5;12.7;0.0;0.0;84.5
